trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
LIVER.express.scl0003207.1_594.S	4	116787691	115205785-117436080	overdominant	trans	6.10 	5.34 
LIVER.express.scl40986.1_44.S	12	73020509	73020509-75088751	overdominant	trans	6.10 	5.33 
LIVER.express.scl35851.64.1_128.S	19	29225288	29225288-29225288	overdominant	trans	6.09 	5.75 
LIVER.express.scl0103694.3_1.S	19	31372899	31372899-32179331	overdominant	trans	6.08 	5.53 
LIVER.express.ri.B130030F12.PX00157F09.AK045079.1235.S	9	13299466	12359672-13404616	overdominant	trans	6.07 	5.48 
LIVER.express.scl38585.9.1_9.S	8	17328796	16859046-17948485	overdominant	trans	6.06 	5.28 
LIVER.express.scl18459.3.1_118.S	18	65327121	65327121-65327121	overdominant	trans	6.05 	6.66 
LIVER.express.scl069696.1_152.S	1	26742694	26742694-27171199	overdominant	trans	6.05 	5.26 
LIVER.express.scl000288.1_32.S	10	46420470	46420470-49467920	overdominant	trans	6.04 	5.31 
LIVER.express.scl0242406.9_36.S	13	100732129	100732129-100732129	overdominant	trans	6.02 	5.23 
LIVER.express.GI_38077697.S	2	103072953	101983698-103574577	overdominant	NA	6.02 	5.23 
LIVER.express.GI_38091328.S	1	31213164	7674343-31213164	overdominant	trans	6.02 	5.31 
LIVER.express.GI_38077537.S	19	25196336	25196336-25196336	overdominant	NA	6.00 	5.28 
LIVER.express.scl44512.30.1_14.S	8	117676036	117676036-117676036	overdominant	trans	6.00 	5.21 
LIVER.express.ri.D230002D19.PX00187C01.AK084139.2979.S	17	88118031	87984011-88221996	overdominant	trans	5.99 	5.22 
LIVER.express.scl00258538.1_10.S	7	102315505	102315505-102315505	overdominant	trans	5.98 	6.46 
LIVER.express.scl000287.1_1.S	19	30392032	30313613-30392032	overdominant	trans	5.97 	5.41 
LIVER.express.scl40049.5.1_114.S	17	88118031	87984011-88221996	overdominant	trans	5.97 	5.42 
LIVER.express.scl0232910.6_0.S	19	30392032	30313613-30392032	overdominant	trans	5.97 	5.18 
LIVER.express.scl16333.16_85.S	19	30392032	30313613-31581047	overdominant	trans	5.97 	5.33 
LIVER.express.scl066447.2_3.S	13	47054982	47054982-47054982	overdominant	trans	5.97 	5.18 
LIVER.express.scl490.1.1_278.S	19	5494136	5494136-5494136	overdominant	trans	5.97 	5.21 
LIVER.express.GI_38087268.S	6	136698174	136698174-137427457	overdominant	NA	5.96 	5.27 
LIVER.express.GI_38093621.S	13	84452928	84452928-84452928	overdominant	NA	5.96 	5.17 
LIVER.express.ri.5230401C23.PX00022C21.AK030347.3495.S	9	53085185	53085185-54508169	overdominant	trans	5.94 	5.15 
LIVER.express.ri.9530009I20.PX00112C23.AK035283.2209.S	14	117265606	116405907-117657245	overdominant	trans	5.94 	5.20 
LIVER.express.GI_38090738.S	13	113426372	113426372-113426372	overdominant	trans	5.94 	5.65 
LIVER.express.scl000902.1_10.S	15	22448859	22448859-22448859	overdominant	trans	5.94 	5.21 
LIVER.express.scl9780.1.1_329.S	18	55342370	55342370-55844782	overdominant	trans	5.94 	5.84 
LIVER.express.scl37944.12.1_32.S	15	38822570	38822570-41057624	overdominant	trans	5.93 	5.14 
LIVER.express.scl37092.1.1_136.S	13	78125093	78125093-80749350	overdominant	trans	5.93 	5.14 
LIVER.express.scl15001.1.1_140.S	19	16497086	15440559-16497086	overdominant	trans	5.93 	5.23 
LIVER.express.scl17717.3_373.S	19	30392032	30313613-30392032	overdominant	trans	5.92 	5.14 
LIVER.express.GI_20872872.S	8	17575078	16233475-17948485	overdominant	trans	5.92 	5.15 
LIVER.express.scl22952.21.1_59.S	13	90400197	90400197-90400197	overdominant	trans	5.92 	5.35 
LIVER.express.scl31506.4.1_20.S	1	16714243	16268622-19945123	overdominant	trans	5.92 	5.13 
LIVER.express.scl40171.3.1_197.S	11	32951216	32951216-32951216	overdominant	trans	5.92 	5.22 
LIVER.express.scl0004042.1_234.S	19	30392032	30313613-30392032	overdominant	trans	5.91 	5.57 
LIVER.express.IGHV8S5_U23020_Ig_heavy_variable_8S5_188.S	3	110569602	109575276-112653405	overdominant	NA	5.91 	5.18 
LIVER.express.scl076843.1_3.S	5	76955354	76955354-77456900	overdominant	trans	5.91 	6.62 
LIVER.express.scl0170744.1_200.S	17	90557165	90557165-90557165	overdominant	trans	5.89 	5.34 
LIVER.express.GI_38082004.S	7	83729418	83107204-86728043	overdominant	NA	5.89 	5.10 
LIVER.express.scl23892.3.1_1.S	19	30392032	30313613-30392032	overdominant	trans	5.88 	5.24 
LIVER.express.scl000162.1_106.S	19	4419602	4419602-4419602	overdominant	trans	5.88 	6.89 
LIVER.express.ri.B630009B09.PX00072L05.AK046755.3368.S	3	84298751	80696360-88309985	overdominant	trans	5.87 	5.22 
LIVER.express.scl28736.6.1_11.S	18	60717374	60021322-63939474	overdominant	trans	5.87 	5.44 
LIVER.express.scl40889.7.141_9.S	19	30392032	30313613-30392032	overdominant	trans	5.87 	5.10 
LIVER.express.scl0003171.1_33.S	19	30392032	30313613-30392032	overdominant	trans	5.87 	5.12 
LIVER.express.scl30826.9_248.S	1	92906418	92719618-92906418	overdominant	trans	5.87 	5.12 
LIVER.express.scl46268.10.1_3.S	19	30392032	30313613-30392032	overdominant	trans	5.87 	5.08 
LIVER.express.ri.1010001I08.R000005N19.AK003123.1291.S	14	61654077	60980844-61919288	overdominant	NA	5.86 	5.38 
LIVER.express.scl22670.21_1.S	15	45108862	29562072-50194521	overdominant	trans	5.86 	5.31 
LIVER.express.GI_20847562.I	1	111528220	111528220-116281910	overdominant	NA	5.86 	5.41 
LIVER.express.scl19779.6.1_93.S	5	139187586	138786169-139187586	overdominant	trans	5.85 	5.12 
LIVER.express.scl49057.5_195.S	5	113796516	113796516-113796516	overdominant	trans	5.84 	5.20 
LIVER.express.ri.B230312L03.PX00159I16.AK045826.718.S	9	60352955	60352955-63011914	overdominant	trans	5.83 	5.06 
LIVER.express.ri.3100002M17.ZX00035M09.AK013922.684.S	8	86789713	85002894-89032766	overdominant	trans	5.82 	5.60 
LIVER.express.scl16477.3.1_72.S	2	173375991	172294689-173476398	overdominant	trans	5.81 	5.05 
LIVER.express.ri.9330171B17.PX00106C05.AK034273.2052.S	10	88796691	88796691-90880454	overdominant	trans	5.80 	5.15 
LIVER.express.scl43813.10.1_83.S	6	103069280	103069280-103078777	overdominant	trans	5.80 	5.04 
LIVER.express.ri.B230312C23.PX00159I09.AK080816.1027.S	11	6488666	6488666-6488666	overdominant	trans	5.80 	5.49 
LIVER.express.scl53701.1.378_12.S	8	89857354	89857354-89857354	overdominant	trans	5.79 	5.47 
LIVER.express.scl0001073.1_120.S	9	60352955	60099448-60352955	overdominant	trans	5.79 	5.07 
LIVER.express.scl0021681.1_61.S	3	70392038	70392038-72129740	overdominant	trans	5.79 	5.01 
LIVER.express.scl000576.1_4.S	11	93026174	93026174-93046484	overdominant	trans	5.79 	5.16 
LIVER.express.GI_38082093.S	8	31698271	31698271-31698271	overdominant	trans	5.78 	5.62 
LIVER.express.scl000765.1_6.S	5	41433862	41433862-42201344	overdominant	trans	5.78 	5.06 
LIVER.express.scl0060365.1_251.S	6	28541196	26156709-75750449	overdominant	trans	5.78 	5.07 
LIVER.express.scl28235.6_672.S	10	89118020	86196903-90880454	overdominant	trans	5.78 	5.19 
LIVER.express.scl012774.5_9.S	13	104212386	104212386-104407793	overdominant	trans	5.78 	5.00 
LIVER.express.GI_38086108.S	13	56948917	56340113-57879129	overdominant	trans	5.78 	5.06 
LIVER.express.scl25223.1.19_5.S	4	88597533	88597533-89125933	overdominant	trans	5.76 	5.02 
LIVER.express.scl0102693.1_182.S	4	138566396	138566396-140081702	overdominant	trans	5.75 	5.05 
LIVER.express.scl0073447.1_127.S	13	102395303	102395303-102395303	overdominant	trans	5.75 	5.00 
LIVER.express.ri.C330021A05.PX00076P15.AK049300.2935.S	19	31920645	31372899-32961444	overdominant	trans	5.75 	5.18 
LIVER.express.scl0258955.1_14.S	2	148697580	147477599-149491512	overdominant	trans	5.75 	5.59 
LIVER.express.scl0075758.1_149.S	18	34759821	34759821-34759821	overdominant	trans	5.75 	5.00 
LIVER.express.scl0002861.1_207.S	11	46631059	46580508-46978283	overdominant	trans	5.75 	5.14 
LIVER.express.scl068501.6_11.S	19	30392032	30313613-30392032	overdominant	trans	5.75 	5.27 
LIVER.express.scl068277.1_56.S	11	37583470	36616353-37583470	overdominant	trans	5.74 	5.33 
LIVER.express.scl37484.18.1_30.S	12	112426248	110136460-112505105	overdominant	trans	5.74 	4.96 
LIVER.express.scl54862.7.1_262.S	17	77448115	77448115-77448115	overdominant	trans	5.74 	4.97 
LIVER.express.scl056173.1_16.S	5	41433862	41433862-42201344	overdominant	trans	5.74 	5.00 
LIVER.express.scl00239337.2_131.S	18	44702459	44702459-55342370	overdominant	trans	5.73 	4.97 
LIVER.express.scl0015275.2_184.S	13	67640615	67640615-67640615	overdominant	NA	5.72 	4.98 
LIVER.express.scl0080720.2_10.S	5	104572663	103867798-104572663	overdominant	trans	5.72 	5.30 
LIVER.express.scl0245631.2_148.S	7	126312321	125869448-126553380	overdominant	trans	5.72 	5.11 
LIVER.express.scl5743.1.1_46.S	14	97300657	96963766-99738658	overdominant	trans	5.71 	4.98 
LIVER.express.scl37633.15.1_33.S	2	135592454	134344946-135758294	overdominant	trans	5.70 	5.30 
LIVER.express.scl47819.4.1_87.S	7	107177158	106476880-107793430	overdominant	trans	5.70 	5.07 
LIVER.express.scl50710.7_436.S	5	76154729	75839394-76154729	overdominant	trans	5.70 	5.01 
LIVER.express.scl29499.1.30_233.S	7	51793916	51793916-51793916	overdominant	trans	5.70 	4.92 
LIVER.express.scl49010.6_349.S	16	74284056	74284056-74869924	overdominant	trans	5.70 	5.08 
LIVER.express.scl0003818.1_1.S	7	96115325	64362254-96327615	overdominant	trans	5.70 	4.91 
LIVER.express.scl00229675.1_15.S	1	155319003	155319003-196207683	overdominant	trans	5.69 	5.00 
LIVER.express.scl35083.10.1_128.S	8	17328796	16859046-124978826	overdominant	trans	5.69 	4.94 
LIVER.express.scl0020868.1_54.S	2	164559655	164559655-164559655	overdominant	trans	5.69 	5.01 
LIVER.express.GI_38075313.S	3	70392038	70392038-72129740	overdominant	trans	5.68 	5.13 
LIVER.express.scl19273.11.127_68.S	19	30392032	30313613-30392032	overdominant	trans	5.67 	4.90 
LIVER.express.ri.6430402L23.PX00009F10.AK078178.1051.S	13	106904421	56948917-106904421	overdominant	NA	5.66 	4.99 
LIVER.express.scl38507.1.1_165.S	13	11792662	11193693-11898065	overdominant	trans	5.66 	4.89 
LIVER.express.GI_38087392.S	4	54732254	54587673-54732254	overdominant	trans	5.66 	4.89 
LIVER.express.scl32167.1.94_44.S	9	91799840	90941859-91799840	overdominant	trans	5.66 	4.93 
LIVER.express.scl31098.6_436.S	14	61521914	60980844-61919288	overdominant	trans	5.66 	5.02 
LIVER.express.scl20560.15.1_94.S	2	164778924	164778924-164778924	overdominant	trans	5.66 	4.89 
LIVER.express.scl43739.7_367.S	16	10744492	10700907-70002549	overdominant	trans	5.66 	4.91 
LIVER.express.ri.A330019P12.PX00130L17.AK039310.1044.S	6	143985191	143985191-147555377	overdominant	trans	5.65 	5.11 
LIVER.express.scl18376.2_1.S	10	7495044	3088077-8759464	overdominant	trans	5.65 	4.89 
LIVER.express.scl44398.2_321.S	3	16033187	15195442-16350189	overdominant	trans	5.65 	4.87 
LIVER.express.scl0002178.1_304.S	19	30392032	30313613-30392032	overdominant	trans	5.65 	4.87 
LIVER.express.ri.9830104E14.PX00117P05.AK036415.2853.S	7	56254012	54006552-57903543	overdominant	trans	5.65 	5.02 
LIVER.express.scl51712.12.87_136.S	7	47861053	47861053-47861053	overdominant	trans	5.64 	4.87 
LIVER.express.scl0001412.1_13.S	4	47164952	47164952-51499885	overdominant	trans	5.64 	4.88 
LIVER.express.NM_008512.61_chr10_._127572327_127572438_9.S	1	77138595	77138595-77669893	overdominant	NA	5.64 	4.94 
LIVER.express.GI_38073656.S	1	188452609	188452609-188745077	overdominant	NA	5.64 	4.98 
LIVER.express.GI_38078704.S	8	97213397	88669859-99927173	overdominant	trans	5.64 	4.93 
LIVER.express.scl34392.3.1_200.S	5	76305568	76032917-76305568	overdominant	trans	5.63 	5.26 
LIVER.express.scl00226442.2_7.S	8	78791031	78352426-78791031	overdominant	trans	5.63 	5.37 
LIVER.express.scl068972.2_132.S	3	38005678	38005678-38297674	overdominant	trans	5.63 	4.86 
LIVER.express.GI_38087867.S	2	72079430	71612296-72079430	overdominant	NA	5.63 	5.51 
LIVER.express.scl34758.8_55.S	9	46045336	46045336-46583551	overdominant	trans	5.63 	4.86 
LIVER.express.scl44272.29_326.S	7	107793430	104807751-107793430	overdominant	trans	5.63 	4.92 
LIVER.express.scl49610.9.216_11.S	4	144635289	144635289-147982503	overdominant	trans	5.63 	5.48 
LIVER.express.ri.D330034K12.PX00192N22.AK052345.2047.S	12	86490959	86490959-87124120	overdominant	trans	5.62 	4.94 
LIVER.express.ri.A730020P05.PX00149A22.AK042751.3226.S	7	17147180	14433942-18266711	overdominant	trans	5.62 	4.86 
LIVER.express.scl49238.9_373.S	2	57512164	19938834-58041880	overdominant	trans	5.62 	4.93 
LIVER.express.scl054324.3_167.S	1	16714243	16268622-19945123	overdominant	trans	5.61 	5.20 
LIVER.express.scl072682.1_234.S	19	30392032	30313613-30392032	overdominant	trans	5.61 	4.85 
LIVER.express.scl32550.1.1_25.S	10	83700325	82704824-85585750	overdominant	trans	5.61 	5.24 
LIVER.express.scl35271.8.1_43.S	2	7296884	7296884-7296884	overdominant	trans	5.61 	4.83 
LIVER.express.scl54102.7.1_33.S	15	100222497	100222497-100867357	overdominant	trans	5.60 	4.94 
LIVER.express.ri.A830083H19.PX00156I14.AK044043.3004.S	5	79330567	79330567-80299655	overdominant	trans	5.60 	4.83 
LIVER.express.GI_38079402.S	14	116810960	116405907-117657245	overdominant	trans	5.60 	4.84 
LIVER.express.scl0320885.2_122.S	11	70454973	18566602-114181854	overdominant	trans	5.60 	4.83 
LIVER.express.GI_38090608.S	1	117626679	116045258-117626679	overdominant	NA	5.60 	4.91 
LIVER.express.scl076699.3_27.S	11	60812438	60812438-60881752	overdominant	NA	5.60 	5.00 
LIVER.express.ri.6720451B01.PX00059F07.AK032782.1908.S	4	97313214	97313214-97964229	overdominant	trans	5.60 	5.13 
LIVER.express.scl071774.7_27.S	9	111560213	110939171-111560213	overdominant	trans	5.60 	4.98 
LIVER.express.scl23634.2.3_40.S	19	30392032	30313613-52068523	overdominant	trans	5.58 	4.81 
LIVER.express.scl00209760.1_40.S	2	69969951	69302711-69969951	overdominant	trans	5.58 	5.84 
LIVER.express.scl0003824.1_1258.S	4	48723601	46553270-51499885	overdominant	trans	5.58 	4.90 
LIVER.express.scl54514.7_209.S	14	116810960	116405907-117657245	overdominant	trans	5.58 	4.80 
LIVER.express.scl013831.1_46.S	3	87486947	87486947-87486947	overdominant	trans	5.57 	4.79 
LIVER.express.GI_38088410.S	2	149804648	149804648-149804648	overdominant	trans	5.57 	4.80 
LIVER.express.scl30832.8.1_49.S	14	61919288	60980844-61919288	overdominant	trans	5.56 	4.88 
LIVER.express.scl47810.5_374.S	19	30392032	30313613-30392032	overdominant	trans	5.56 	4.80 
LIVER.express.GI_38073359.S	12	93207068	87124120-93658977	overdominant	NA	5.56 	4.79 
LIVER.express.GI_38083251.S	6	82476310	80866124-82476310	overdominant	NA	5.56 	4.85 
LIVER.express.ri.4930540C21.PX00034P05.AK016006.1307.S	4	118115938	116787691-118640958	overdominant	NA	5.56 	5.18 
LIVER.express.scl42484.15.73_1.S	19	30313613	15440559-30392032	overdominant	trans	5.56 	4.91 
LIVER.express.scl0079561.1_125.S	18	34074222	34074222-36806708	overdominant	trans	5.56 	5.58 
LIVER.express.scl20368.7.1_230.S	4	80480642	78697964-82052737	overdominant	trans	5.56 	5.30 
LIVER.express.scl52210.15_411.S	13	74990355	74484543-76267568	overdominant	trans	5.55 	5.01 
LIVER.express.scl29753.1_360.S	4	150322101	150322101-150458854	overdominant	trans	5.55 	6.08 
LIVER.express.scl37380.2.1_47.S	2	5376317	5269698-5579144	overdominant	trans	5.55 	5.81 
LIVER.express.scl0319881.1_15.S	1	189743108	189743108-189743108	overdominant	trans	5.55 	4.94 
LIVER.express.scl0003994.1_31.S	14	20733576	20733576-21170481	overdominant	trans	5.55 	5.07 
LIVER.express.scl44801.3.1_6.S	10	30430549	30430549-30725847	overdominant	trans	5.55 	5.05 
LIVER.express.scl5048.1.1_31.S	8	6461410	4102969-6886944	overdominant	trans	5.55 	4.89 
LIVER.express.scl0019055.2_130.S	19	30392032	30313613-30392032	overdominant	trans	5.55 	4.77 
LIVER.express.scl0002550.1_272.S	11	24652977	24652977-88249092	overdominant	trans	5.55 	5.34 
LIVER.express.scl0026356.2_110.S	13	11193693	6905961-11898065	overdominant	trans	5.55 	4.78 
LIVER.express.ri.0710001E21.R000005K21.AK002952.557.S	8	86493614	83887227-86493614	overdominant	NA	5.55 	5.07 
LIVER.express.scl54154.5.1_20.S	9	60352955	60352955-63011914	overdominant	trans	5.54 	5.17 
LIVER.express.scl0003129.1_9.S	10	88796691	88796691-90880454	overdominant	trans	5.54 	4.89 
LIVER.express.scl37542.2_255.S	6	127541504	127118900-127954449	overdominant	trans	5.54 	4.81 
LIVER.express.scl0004014.1_22.S	19	30392032	30313613-30392032	overdominant	trans	5.54 	4.76 
LIVER.express.scl39908.21.1_34.S	19	30392032	30313613-32179331	overdominant	trans	5.53 	4.76 
LIVER.express.scl0072971.1_11.S	18	72267149	72267149-73139718	overdominant	NA	5.53 	4.78 
LIVER.express.GI_38093544.S	14	77030452	76816724-77030452	overdominant	NA	5.53 	4.82 
LIVER.express.scl00225289.1_97.S	4	89978272	85241237-90175354	overdominant	trans	5.53 	4.96 
LIVER.express.GI_38082749.S	13	74990355	74484543-76267568	overdominant	NA	5.53 	4.76 
LIVER.express.ri.3110012E06.ZX00070P21.AK014044.1159.S	5	21119963	21119963-21773079	overdominant	trans	5.53 	5.92 
LIVER.express.GI_38084070.S	18	60965973	60965973-62337059	overdominant	NA	5.53 	4.87 
LIVER.express.scl000604.1_1.S	6	131382302	128520203-131577139	overdominant	NA	5.52 	4.82 
LIVER.express.scl0102122.1_65.S	19	30313613	30313613-30392032	overdominant	trans	5.52 	4.77 
LIVER.express.scl12.4.1_70.S	5	120493505	119343787-122136642	overdominant	trans	5.52 	4.83 
LIVER.express.scl0022145.1_239.S	5	41433862	21119963-42201344	overdominant	trans	5.52 	4.83 
LIVER.express.scl43171.15.1601_56.S	10	88796691	85335228-89118020	overdominant	trans	5.51 	5.11 
LIVER.express.scl24477.18.1_192.S	9	117827781	117827781-118024397	overdominant	trans	5.51 	4.98 
LIVER.express.scl34489.14.1_112.S	13	58543081	57659623-58543081	overdominant	trans	5.51 	4.80 
LIVER.express.scl066826.11_0.S	19	30392032	30313613-30392032	overdominant	trans	5.51 	4.98 
LIVER.express.scl0019883.1_304.S	10	90522899	88796691-125239648	overdominant	trans	5.51 	4.74 
LIVER.express.scl9636.1.1_309.S	19	30392032	30313613-30392032	overdominant	trans	5.51 	4.74 
LIVER.express.scl46165.1.1_171.S	11	98624873	98342741-99302132	overdominant	trans	5.50 	4.80 
LIVER.express.scl0003153.1_133.S	10	103966125	103953011-105088384	overdominant	trans	5.50 	4.77 
LIVER.express.scl068304.1_47.S	5	140892941	138786169-140892941	overdominant	trans	5.50 	4.74 
LIVER.express.scl0003277.1_55.S	19	30392032	30313613-30392032	overdominant	trans	5.50 	4.81 
LIVER.express.scl38889.4.92_69.S	19	30392032	30313613-30392032	overdominant	trans	5.50 	4.80 
LIVER.express.scl021762.20_1.S	19	30392032	30313613-30392032	overdominant	NA	5.50 	4.74 
LIVER.express.scl0003005.1_1.S	17	30436389	30193668-30582825	overdominant	trans	5.50 	4.77 
LIVER.express.ri.A730043M04.PX00150G08.AK042962.1621.S	10	88796691	86559122-90880454	overdominant	trans	5.50 	4.74 
