trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
HP.express.ri.D930008G03.PX00200E12.AK052985.1245.S	8	79782926	79782926-79924534	overdominant	trans	6.32 	5.61 
HP.express.scl014007.1_13.S	1	161813131	161813131-161813131	overdominant	trans	6.31 	5.51 
HP.express.MJ.1000.72.373.442.S	19	55602330	54908533-55602330	overdominant	NA	6.31 	5.80 
HP.express.scl48907.2.172_25.S	17	42502090	42321113-42803695	overdominant	trans	6.31 	5.51 
HP.express.scl44872.3.1_141.S	1	3482175	3482175-6047754	overdominant	trans	6.30 	5.55 
HP.express.GI_38074852.S	2	73314518	73314518-73314518	overdominant	trans	6.30 	5.49 
HP.express.scl40213.8_306.S	1	161813131	161813131-161813131	overdominant	trans	6.29 	5.50 
HP.express.scl014758.7_197.S	1	161813131	161813131-161813131	overdominant	trans	6.29 	5.52 
HP.express.gi_7305154_ref_NM_013556.1__205_a_42_1.S	14	117657245	116405907-117657245	overdominant	NA	6.29 	5.49 
HP.express.scl27567.9_262.S	1	161813131	161813131-161813131	overdominant	trans	6.29 	5.53 
HP.express.scl28132.24_215.S	1	161813131	161813131-161813131	overdominant	trans	6.28 	5.55 
HP.express.NM_008512.11_chr10_._127611516_127611753_107.S	3	131504917	131504917-131729777	overdominant	NA	6.27 	5.48 
HP.express.scl075393.1_11.S	12	11143506	11143506-11143506	overdominant	trans	6.27 	5.80 
HP.express.GI_38078272.S	4	41603955	41603955-41603955	partial-dominant	cis	6.27 	50.60 
HP.express.scl48140.10_39.S	1	161813131	161813131-161813131	overdominant	trans	6.26 	5.46 
HP.express.scl29623.5_373.S	1	161813131	161813131-161813131	overdominant	trans	6.25 	5.45 
HP.express.scl36973.6.1_41.S	7	58273870	56357403-58273870	overdominant	trans	6.25 	5.45 
HP.express.scl00252973.2_282.S	10	101577553	101577553-105437550	overdominant	trans	6.24 	5.88 
HP.express.scl0002860.1_37.S	12	28665483	28665483-28665483	overdominant	trans	6.22 	5.58 
HP.express.scl27817.15.776_18.S	1	32555164	32555164-32555164	overdominant	trans	6.22 	5.68 
HP.express.scl0026875.1_310.S	15	3927809	3229029-4349154	overdominant	trans	6.22 	5.47 
HP.express.scl077781.2_11.S	1	161813131	161813131-161813131	overdominant	trans	6.21 	5.56 
HP.express.scl0100609.9_1.S	1	63303607	62750655-64453971	overdominant	trans	6.21 	5.42 
HP.express.scl16593.18.1_1.S	4	105650617	105650617-106748034	overdominant	trans	6.20 	5.41 
HP.express.ri.E230019N23.PX00209H03.AK054108.1879.S	10	26165417	26165417-28315752	overdominant	trans	6.20 	5.40 
HP.express.GI_38086278.S	1	184569434	184569434-184569434	overdominant	trans	6.20 	5.43 
HP.express.scl00207704.1_15.S	12	55741244	55741244-58643153	overdominant	trans	6.20 	6.01 
HP.express.scl0050790.1_147.S	1	161813131	161813131-161813131	overdominant	trans	6.19 	5.39 
HP.express.scl19219.1.708_20.S	1	161813131	161813131-161813131	overdominant	trans	6.19 	5.39 
HP.express.scl0020666.1_225.S	1	169907733	169907733-169907733	overdominant	NA	6.19 	6.16 
HP.express.scl48493.1_0.S	11	34833293	34833293-34833293	overdominant	trans	6.19 	5.41 
HP.express.scl00171286.2_214.S	2	135359901	134965396-135469618	overdominant	trans	6.18 	5.39 
HP.express.scl16623.1_313.S	18	82409897	82409897-82628832	overdominant	trans	6.18 	5.38 
HP.express.scl29395.16_514.S	11	108750591	108750591-108977608	overdominant	trans	6.17 	5.67 
HP.express.scl35682.17.1_6.S	1	161813131	161813131-161813131	overdominant	trans	6.17 	5.38 
HP.express.scl076284.1_94.S	9	34480629	32552707-34480629	overdominant	trans	6.17 	6.20 
HP.express.ri.9930024G20.PX00120O10.AK036917.1808.S	1	59779921	59779921-61597351	overdominant	trans	6.16 	5.46 
HP.express.scl076193.1_200.S	19	18231012	17653325-18231012	overdominant	trans	6.16 	5.40 
HP.express.scl069046.1_193.S	1	161813131	161813131-161813131	overdominant	NA	6.16 	5.37 
HP.express.scl914.1.1_324.S	8	101516277	98812465-105061956	overdominant	trans	6.15 	5.37 
HP.express.scl24389.1.2_18.S	18	60717374	60021322-65327121	overdominant	trans	6.14 	6.10 
HP.express.scl0002801.1_203.S	9	44199942	44199942-44334296	overdominant	trans	6.14 	5.44 
HP.express.mmu.miR.302.miRNA.Tagged.Template.S	17	42640025	42321113-42803695	overdominant	NA	6.13 	5.33 
HP.express.scl015289.1_26.S	1	161813131	161813131-161813131	overdominant	NA	6.12 	5.32 
HP.express.scl0007.1_62.S	7	30125265	28940175-30807821	overdominant	trans	6.12 	5.50 
HP.express.scl47198.5_117.S	9	42353146	42353146-42353146	overdominant	trans	6.12 	5.37 
HP.express.scl47892.24_470.S	1	161813131	159872834-161813131	overdominant	trans	6.12 	5.43 
HP.express.scl0072404.1_24.S	1	161813131	161813131-161813131	overdominant	trans	6.11 	5.37 
HP.express.scl00040.1_6.S	1	161813131	161813131-161813131	overdominant	trans	6.11 	5.31 
HP.express.scl0003230.1_8.S	13	12509475	12509475-12509475	overdominant	trans	6.11 	5.32 
HP.express.scl0018472.1_99.S	1	161813131	161813131-161813131	overdominant	NA	6.10 	5.30 
HP.express.scl28511.1.1_86.S	2	156698689	156689529-158004266	overdominant	trans	6.10 	5.39 
HP.express.scl54871.18_531.S	1	161813131	159872834-161813131	overdominant	trans	6.09 	5.33 
HP.express.scl48128.6_4.S	1	161813131	161813131-161813131	overdominant	trans	6.09 	5.30 
HP.express.scl49942.1.1_173.S	14	40646787	40646787-41999902	overdominant	trans	6.09 	5.39 
HP.express.RandomSeq60.S	11	45715631	32951216-45715631	overdominant	NA	6.08 	5.30 
HP.express.scl47300.10_333.S	10	76930059	73389653-82704824	overdominant	trans	6.08 	5.28 
HP.express.scl48431.13.1_5.S	8	129937044	129361808-130085280	overdominant	trans	6.07 	5.37 
HP.express.scl20992.13_564.S	19	30621558	30621558-30621558	overdominant	trans	6.06 	5.39 
HP.express.scl068303.14_11.S	2	65704172	65384202-160184740	overdominant	trans	6.06 	5.31 
HP.express.scl20734.8_508.S	1	161813131	161813131-161813131	overdominant	trans	6.06 	5.34 
HP.express.scl25575.1.1_178.S	1	161813131	161813131-161813131	overdominant	trans	6.05 	5.26 
HP.express.scl0102866.1_231.S	1	161813131	161813131-161813131	overdominant	trans	6.05 	5.26 
HP.express.scl066073.8_269.S	1	161813131	161813131-161813131	overdominant	trans	6.05 	5.35 
HP.express.ri.E130309K17.PX00208J02.AK053806.2145.S	19	47797152	47797152-47797152	overdominant	trans	6.05 	5.29 
HP.express.scl021665.1_179.S	1	161813131	161799352-161813131	overdominant	trans	6.04 	5.25 
HP.express.GI_38081117.S	5	130848960	126754361-130848960	overdominant	NA	6.04 	5.67 
HP.express.scl068750.4_57.S	5	70285683	68173658-70805729	overdominant	trans	6.03 	5.24 
HP.express.scl0003917.1_104.S	7	74778289	74778289-74778289	overdominant	trans	6.03 	5.28 
HP.express.scl20613.1.1_316.S	15	50416638	50416638-50416638	overdominant	trans	6.03 	5.34 
HP.express.scl53272.1_296.S	1	161813131	161813131-161813131	overdominant	trans	6.03 	5.24 
HP.express.ri.2610103H04.ZX00061G05.AK011807.909.S	1	174792234	172980758-176534528	overdominant	trans	6.03 	5.23 
HP.express.ri.E130008E14.PX00207L08.AK053297.2186.S	2	53042542	51078489-54904504	overdominant	trans	6.02 	5.23 
HP.express.scl0070316.1_255.S	1	161813131	161813131-161813131	overdominant	trans	6.02 	5.97 
HP.express.scl33283.1.1_216.S	1	31213164	31213164-31213164	overdominant	trans	6.02 	5.42 
HP.express.scl30059.16.1_6.S	1	161813131	23151787-161813131	overdominant	trans	6.02 	5.49 
HP.express.scl0019700.2_46.S	9	123699321	123338361-123699321	overdominant	trans	6.02 	5.22 
HP.express.scl18541.10_428.S	1	161813131	161813131-161813131	overdominant	trans	6.01 	5.24 
HP.express.scl065100.2_26.S	1	73464630	73464630-73785852	overdominant	trans	6.01 	5.26 
HP.express.GI_38079891.S	6	46787318	42352169-46787318	overdominant	NA	6.01 	5.55 
HP.express.GI_38080379.S	3	142491943	142099544-142808694	overdominant	trans	6.01 	5.78 
HP.express.GI_38091326.S	1	161813131	161813131-163553621	overdominant	NA	6.01 	5.21 
HP.express.ri.4732488H20.PX00052I16.AK029066.2635.S	2	170413806	170413806-170413806	overdominant	trans	6.00 	5.22 
HP.express.scl28151.4.1_296.S	6	109901791	103069280-109901791	overdominant	trans	6.00 	5.23 
HP.express.scl00347709.1_259.S	1	161813131	161813131-161813131	overdominant	NA	6.00 	5.20 
HP.express.ri.4631434O19.PX00012C13.AK014543.2558.S	1	161813131	17297861-161813131	overdominant	trans	5.99 	5.21 
HP.express.scl32852.18.1_87.S	17	35276617	35276617-37268527	overdominant	trans	5.99 	5.81 
HP.express.scl34147.4.1_61.S	15	96030990	95780006-96030990	overdominant	trans	5.99 	5.24 
HP.express.scl38181.9.1_28.S	17	42640025	42321113-42803695	overdominant	trans	5.99 	5.29 
HP.express.scl0022323.2_15.S	5	41067192	41067192-41067192	overdominant	trans	5.99 	6.26 
HP.express.scl066958.2_91.S	1	161813131	161813131-161813131	overdominant	trans	5.98 	5.45 
HP.express.scl29583.7_500.S	9	87963925	84017673-87963925	overdominant	trans	5.98 	5.19 
HP.express.scl0002181.1_493.S	2	51400802	51078489-52430672	overdominant	trans	5.98 	5.30 
HP.express.GI_38074903.S	19	55602330	54618612-55602330	overdominant	trans	5.98 	5.78 
HP.express.GI_38088373.S	16	74160826	74160826-74160826	overdominant	trans	5.97 	5.51 
HP.express.scl072907.1_70.S	10	85003454	85003454-85585750	overdominant	trans	5.97 	5.18 
HP.express.scl075199.2_52.S	17	72441193	72247139-74041307	overdominant	NA	5.96 	5.61 
HP.express.scl53875.2.1_71.S	4	55503015	54911405-55503015	overdominant	trans	5.96 	5.19 
HP.express.ri.4932703M08.PX00019G24.AK030143.3535.S	3	76538257	75850491-76538257	overdominant	trans	5.96 	5.19 
HP.express.scl30358.5.1_69.S	11	120818113	120818113-120818113	overdominant	trans	5.96 	5.71 
HP.express.scl18924.1.2532_104.S	1	161813131	161813131-161813131	overdominant	trans	5.96 	5.16 
HP.express.scl17355.9_0.S	1	161813131	161813131-161813131	overdominant	trans	5.95 	5.16 
HP.express.scl019946.1_13.S	1	161813131	161813131-161813131	overdominant	NA	5.95 	5.18 
HP.express.ri.2410081C23.ZX00080H11.AK010733.757.S	6	92514577	92514577-92514577	overdominant	trans	5.95 	5.17 
HP.express.scl23230.16_281.S	13	72990649	72990649-73846529	overdominant	trans	5.94 	5.40 
HP.express.scl069727.1_1.S	11	4932000	4580234-4932000	overdominant	trans	5.93 	5.44 
HP.express.scl48341.17.1_31.S	5	142540179	142540179-142669037	overdominant	trans	5.93 	5.51 
HP.express.scl00217232.1_33.S	1	161813131	161813131-161813131	overdominant	trans	5.93 	5.25 
HP.express.scl22012.4.1_114.S	10	35758752	35758752-35758752	overdominant	trans	5.92 	5.15 
HP.express.scl0072724.1_273.S	1	161813131	161813131-161813131	overdominant	trans	5.92 	5.15 
HP.express.scl0071499.1_211.S	1	172980758	17297861-173171049	overdominant	trans	5.92 	5.21 
HP.express.scl020916.11_281.S	1	161813131	161813131-161813131	overdominant	trans	5.92 	5.13 
HP.express.scl015374.1_66.S	1	161813131	23151787-161813131	overdominant	trans	5.91 	5.15 
HP.express.ri.6430564C21.PX00047K12.AK032486.2272.S	5	98407243	98407243-98407243	overdominant	trans	5.91 	6.06 
HP.express.scl0014799.1_68.S	1	161813131	161813131-161813131	overdominant	trans	5.91 	5.16 
HP.express.scl067371.1_2.S	1	161813131	161813131-161813131	overdominant	trans	5.91 	5.12 
HP.express.GI_13654299.S	7	125869448	124951938-126553380	overdominant	trans	5.91 	5.40 
HP.express.scl44946.1_175.S	9	46336554	44162567-46583551	overdominant	trans	5.90 	5.82 
HP.express.scl0022283.1_43.S	4	141465582	141465582-142959627	overdominant	trans	5.90 	5.31 
HP.express.scl022142.1_236.S	1	161813131	161813131-161813131	overdominant	trans	5.90 	5.11 
HP.express.scl00100910.1_246.S	11	68922467	33538633-70615596	overdominant	trans	5.89 	5.18 
HP.express.ri.D330022A08.PX00191B18.AK084620.941.S	14	75630384	75630384-76317379	overdominant	trans	5.89 	5.11 
HP.express.ri.D630022O22.PX00197G01.AK085407.4084.S	5	142718603	142718603-142718603	overdominant	trans	5.88 	5.14 
HP.express.scl43262.30_332.S	17	88910157	88710176-88910157	overdominant	trans	5.88 	5.28 
HP.express.scl51664.18.1_87.S	1	161813131	161813131-161813131	overdominant	trans	5.88 	5.12 
HP.express.GI_38086157.S	1	161813131	161813131-161813131	overdominant	NA	5.88 	5.21 
HP.express.scl00217869.1_91.S	2	68706743	68706743-68921150	overdominant	trans	5.88 	5.11 
HP.express.ri.1110012K08.R000016I17.AK003639.760.S	8	99000083	98167402-102254775	overdominant	trans	5.88 	5.09 
HP.express.scl41371.2_575.S	1	161813131	161813131-161813131	overdominant	trans	5.87 	5.20 
HP.express.scl28357.13.1_35.S	10	85003454	84805040-85585750	overdominant	trans	5.87 	5.11 
HP.express.scl26108.8.1_25.S	1	108980302	107398179-108980302	overdominant	trans	5.87 	5.31 
HP.express.scl081702.1_30.S	1	161813131	159872834-161813131	overdominant	trans	5.86 	5.07 
HP.express.GI_38077218.S	3	70146510	70005312-70146510	overdominant	NA	5.86 	5.08 
HP.express.scl48886.3.1_53.S	11	101713427	101318682-101713427	overdominant	trans	5.86 	5.22 
HP.express.scl22111.1_41.S	11	69560864	68922467-72573935	overdominant	trans	5.86 	5.08 
HP.express.ri.4930430G18.PX00314C09.AK076750.1480.S	9	110408954	110408954-110408954	overdominant	NA	5.86 	6.55 
HP.express.scl42444.40_226.S	1	161813131	161813131-161813131	overdominant	trans	5.85 	5.06 
HP.express.scl0227634.1_319.S	1	161813131	161813131-161813131	overdominant	trans	5.85 	5.11 
HP.express.ri.C030030P04.PX00665H20.AK081254.3483.S	17	31326430	31326430-31326430	overdominant	trans	5.85 	5.23 
HP.express.scl022629.4_2.S	1	161813131	161813131-161813131	overdominant	trans	5.85 	5.06 
HP.express.scl23824.14.1_21.S	4	32476079	32476079-95123600	overdominant	trans	5.85 	5.17 
HP.express.scl012476.8_4.S	9	34769248	34769248-34769248	overdominant	trans	5.85 	6.12 
HP.express.scl0002806.1_2.S	4	23212380	23212380-23212380	overdominant	trans	5.84 	5.33 
HP.express.scl068735.6_63.S	1	161813131	161813131-161813131	overdominant	trans	5.84 	5.05 
HP.express.scl52593.10.1_23.S	1	161813131	41151371-161813131	overdominant	trans	5.84 	5.05 
HP.express.scl0002949.1_35.S	14	76816724	76816724-77030452	overdominant	NA	5.83 	5.09 
HP.express.scl0051810.1_209.S	1	161813131	161813131-161813131	overdominant	NA	5.83 	5.05 
HP.express.scl0098221.1_97.S	1	161813131	161813131-161813131	overdominant	NA	5.83 	5.08 
HP.express.GI_38079055.S	10	85003454	85003454-85585750	overdominant	trans	5.83 	5.05 
HP.express.scl28579.2_420.S	1	161813131	161813131-161813131	overdominant	NA	5.82 	5.05 
HP.express.scl0320742.4_149.S	11	5684549	5684549-5684549	overdominant	trans	5.82 	5.49 
HP.express.scl35730.1.1_37.S	4	27943470	26390859-50695566	overdominant	trans	5.82 	5.40 
HP.express.scl0003917.1_104.S	12	101684485	101182577-101684485	overdominant	trans	5.82 	7.33 
HP.express.ri.C430018F20.PX00078L07.AK049509.2238.S	12	118579723	114496741-119426947	overdominant	trans	5.82 	5.03 
HP.express.scl26652.5.3_3.S	1	161813131	161813131-161813131	overdominant	trans	5.82 	5.04 
HP.express.scl21980.4.1_109.S	13	96545269	96470882-96545269	overdominant	trans	5.82 	5.19 
HP.express.GI_38079661.S	2	23949060	23949060-23949060	overdominant	trans	5.81 	5.12 
HP.express.scl31237.29_375.S	1	161813131	41674873-161813131	overdominant	trans	5.81 	5.06 
HP.express.scl21697.14.1_152.S	2	68706743	68706743-68921150	overdominant	trans	5.81 	5.13 
HP.express.scl53971.12.1_214.S	4	141381986	141125952-141658864	overdominant	trans	5.80 	5.03 
HP.express.ri.D330039A05.PX00192F06.AK084755.1937.S	1	161813131	161813131-161813131	overdominant	trans	5.80 	5.01 
HP.express.scl16341.2.6_147.S	16	87111930	87111930-87498919	overdominant	trans	5.80 	5.02 
HP.express.scl0140795.1_279.S	5	142718603	142718603-142718603	overdominant	trans	5.80 	5.01 
HP.express.scl0002109.1_724.S	1	161813131	161813131-161813131	overdominant	trans	5.80 	5.04 
HP.express.scl0012540.1_20.S	6	23475984	23475984-23475984	overdominant	trans	5.79 	5.13 
HP.express.scl49771.23.1_24.S	10	85003454	85003454-85585750	overdominant	trans	5.79 	5.08 
HP.express.scl54954.24_73.S	18	16225937	16015601-16573090	overdominant	trans	5.79 	5.29 
HP.express.ri.4930463G05.PX00032C21.AK015497.893.S	8	99553110	99553110-99553110	overdominant	trans	5.79 	5.04 
HP.express.GI_38075768.S	1	161813131	40990837-161813131	overdominant	trans	5.79 	5.03 
HP.express.scl48397.1.1161_123.S	1	161813131	41674873-163553621	overdominant	trans	5.79 	5.03 
HP.express.scl0068703.1_191.S	1	157663164	157588821-158738631	overdominant	NA	5.79 	5.02 
HP.express.scl0330938.1_96.S	1	161813131	161813131-161813131	overdominant	trans	5.79 	5.00 
HP.express.scl20455.7_430.S	13	104051588	102063111-105233805	overdominant	trans	5.79 	5.00 
HP.express.scl0018173.2_296.S	1	161813131	161813131-161813131	overdominant	trans	5.79 	5.06 
HP.express.scl00236293.1_126.S	4	59713369	59713369-61518886	overdominant	trans	5.79 	5.06 
HP.express.scl067539.1_109.S	1	161813131	161813131-161813131	overdominant	trans	5.79 	5.24 
HP.express.scl40226.1.1_221.S	13	111811137	108472444-111949630	overdominant	trans	5.78 	5.14 
HP.express.scl018786.2_1.S	1	161813131	161813131-161813131	overdominant	trans	5.78 	5.02 
HP.express.scl18252.2_52.S	1	161813131	159872834-161813131	overdominant	trans	5.78 	5.04 
HP.express.scl46056.12.1_60.S	11	120818113	120818113-120818113	overdominant	trans	5.78 	5.22 
HP.express.scl20341.2.61_4.S	1	161813131	161813131-161813131	overdominant	trans	5.78 	4.99 
HP.express.scl29349.27_37.S	2	71276705	70827829-158004266	overdominant	trans	5.78 	5.00 
HP.express.scl34573.4.1_45.S	14	76816724	76816724-77030452	overdominant	trans	5.78 	5.02 
HP.express.scl18004.30_24.S	1	161813131	159872834-161813131	overdominant	trans	5.78 	5.00 
HP.express.ri.4930528A17.PX00034A18.AK015922.1754.S	18	5597365	5597365-7441669	overdominant	trans	5.78 	5.28 
HP.express.scl35851.64.1_128.S	10	8619404	3088077-8759464	overdominant	trans	5.78 	4.99 
HP.express.ri.6430531D06.PX00046D24.AK032385.3341.S	14	11312893	10238823-11312893	overdominant	trans	5.77 	5.02 
HP.express.scl0056324.2_184.S	1	161813131	41674873-161813131	overdominant	trans	5.77 	4.99 
HP.express.scl26802.3_29.S	11	111022376	111022376-111022376	overdominant	trans	5.77 	5.13 
HP.express.GI_38050472.S	4	150322101	150322101-150458854	overdominant	trans	5.77 	5.16 
HP.express.scl39652.23.1463_24.S	1	161813131	161813131-161813131	overdominant	trans	5.77 	4.98 
HP.express.GI_38090010.S	1	161813131	161813131-161813131	overdominant	NA	5.77 	5.01 
HP.express.scl46842.21.1_64.S	1	161813131	161813131-161813131	overdominant	trans	5.77 	5.19 
HP.express.scl00319236.1_170.S	1	29231326	29009315-29807882	overdominant	NA	5.77 	5.42 
HP.express.scl29242.30.1_27.S	1	161813131	23151787-161813131	overdominant	trans	5.76 	4.98 
HP.express.ri.0710001I10.R000005G15.AK002960.937.S	17	92560240	92560240-94374629	overdominant	NA	5.76 	5.11 
HP.express.scl020104.1_26.S	1	161813131	161813131-161813131	overdominant	NA	5.76 	4.99 
HP.express.scl093739.4_24.S	1	161813131	161813131-161813131	overdominant	trans	5.76 	4.99 
HP.express.scl18702.4_379.S	1	161813131	41151371-163553621	overdominant	trans	5.76 	4.98 
HP.express.scl0211660.12_302.S	1	161813131	146674957-161813131	overdominant	trans	5.76 	5.02 
HP.express.scl00226016.2_58.S	1	161813131	160995436-161813131	overdominant	trans	5.76 	4.99 
HP.express.scl0003655.1_16.S	18	40883820	40484116-41067606	overdominant	trans	5.76 	5.23 
HP.express.scl52776.8.1_198.S	1	161813131	41151371-161813131	overdominant	trans	5.75 	4.97 
HP.express.scl46691.10.1_0.S	2	45735399	44257193-48251240	overdominant	trans	5.75 	4.97 
HP.express.scl23302.1.414_13.S	1	161813131	161813131-161813131	overdominant	trans	5.75 	4.97 
HP.express.scl29465.6.1_47.S	12	11922032	11922032-12145976	overdominant	trans	5.75 	5.17 
HP.express.scl0020347.2_287.S	15	4349154	3229029-4349154	overdominant	trans	5.74 	5.12 
HP.express.scl0002335.1_101.S	5	147658707	147658707-147658707	overdominant	trans	5.74 	5.04 
HP.express.scl012314.1_140.S	1	161813131	161813131-161813131	overdominant	trans	5.74 	4.96 
HP.express.scl30792.12_207.S	1	161813131	161813131-161813131	overdominant	trans	5.74 	4.95 
HP.express.scl000669.1_31.S	11	111022376	111022376-111022376	overdominant	trans	5.74 	4.98 
