trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOG00000008215	18	13464806	8771536-13639446	overdominant	trans	6.41 	6.50 
ENSRNOG00000020675	6	58669589	55406785-58992751	overdominant	trans	6.41 	7.24 
ENSRNOG00000022173	19	22005123	21218953-26501711	overdominant	trans	6.40 	5.75 
ENSRNOG00000023965	6	50569736	50569736-50569736	overdominant	trans	6.39 	5.60 
ENSRNOG00000031808	16	76234005	76234005-76597963	overdominant	trans	6.39 	6.25 
ENSRNOG00000017284	6	58669589	55406785-58992751	overdominant	trans	6.38 	5.84 
ENSRNOG00000002196	2	143405515	139182881-149305989	overdominant	trans	6.38 	6.70 
ENSRNOG00000025672	10	15886227	15784135-93205574	overdominant	trans	6.38 	6.01 
ENSRNOG00000040315	4	153855699	153855699-153914701	overdominant	trans	6.37 	5.60 
ENSRNOG00000022335	14	89225628	89173273-89300221	overdominant	trans	6.36 	5.57 
ENSRNOG00000024420	15	13535808	13271594-13923541	overdominant	trans	6.36 	5.75 
ENSRNOG00000042833	6	58669589	58669589-145212041	overdominant	trans	6.36 	6.18 
ENSRNOG00000025167	4	142981103	142938289-143602303	overdominant	trans	6.36 	5.82 
ENSRNOG00000042154	2	93325504	92401319-93934442	overdominant	trans	6.35 	7.17 
ENSRNOG00000040494	14	18353461	15130023-18611321	overdominant	trans	6.35 	5.59 
ENSRNOG00000013577	1	267234555	176256861-267328461	overdominant	trans	6.35 	5.77 
ENSRNOG00000003135	17	26548116	26445346-27383150	overdominant	trans	6.34 	5.73 
ENSRNOG00000011348	6	58669589	58669589-59363356	overdominant	trans	6.33 	6.72 
ENSRNOG00000008518	5	8527599	4734147-10240963	overdominant	trans	6.32 	5.63 
ENSRNOG00000041330	5	129379858	76268751-131400794	overdominant	trans	6.32 	5.55 
ENSRNOG00000007325	17	70053593	70053593-71847797	overdominant	trans	6.30 	5.98 
ENSRNOG00000003919	6	58669589	55406785-58992751	overdominant	trans	6.30 	5.91 
ENSRNOG00000023941	10	96576792	96276108-97620937	overdominant	trans	6.30 	6.48 
ENSRNOG00000037895	14	43812899	43684403-43955740	overdominant	trans	6.28 	6.20 
ENSRNOG00000020169	7	97632814	97236634-97886345	overdominant	trans	6.28 	5.52 
ENSRNOG00000009730	2	40840244	40840244-40851618	overdominant	trans	6.28 	5.49 
ENSRNOG00000028043	5	111811668	41635711-112540841	overdominant	trans	6.27 	7.32 
ENSRNOG00000036477	3	149769202	149064449-150243971	overdominant	trans	6.27 	6.28 
ENSRNOG00000000012	15	24177884	23916068-24181703	overdominant	trans	6.27 	6.10 
ENSRNOG00000034268	2	40840244	40840244-40851618	overdominant	trans	6.25 	5.49 
ENSRNOG00000020142	15	25755011	25755011-25805604	overdominant	trans	6.24 	5.55 
ENSRNOG00000029508	9	45848693	45848693-45848693	dominant	trans	6.23 	7.58 
ENSRNOG00000016618	1	225150883	224030857-225295776	overdominant	trans	6.23 	5.67 
ENSRNOG00000006419	6	51768090	48746862-52397037	overdominant	trans	6.23 	5.73 
ENSRNOG00000001962	9	104332799	103551300-105462247	overdominant	trans	6.23 	5.70 
ENSRNOG00000044724	1	105409273	104532604-105594506	overdominant	trans	6.21 	5.42 
ENSRNOG00000022945	18	12567244	12035188-13413377	overdominant	trans	6.21 	5.68 
ENSRNOG00000012739	10	44841196	44106317-44841196	overdominant	trans	6.20 	5.64 
ENSRNOG00000033162	4	177122921	176693279-177244612	dominant	trans	6.20 	7.67 
ENSRNOG00000013740	13	51504338	51504338-52749302	overdominant	trans	6.20 	7.40 
ENSRNOG00000014812	5	3778005	3533883-4241129	overdominant	trans	6.19 	6.24 
ENSRNOG00000001500	6	58669589	58669589-58992751	overdominant	trans	6.19 	7.20 
ENSRNOG00000002838	6	32964686	32964686-34830786	overdominant	trans	6.19 	5.51 
ENSRNOG00000018376	6	58669589	58669589-59145299	overdominant	trans	6.18 	5.59 
ENSRNOG00000020853	6	56791743	54434817-58992751	overdominant	trans	6.18 	5.92 
ENSRNOG00000011486	17	12543051	11213054-12553650	overdominant	trans	6.17 	5.51 
ENSRNOG00000032218	5	154444251	153994749-154690167	overdominant	trans	6.17 	5.82 
ENSRNOG00000026660	6	58669589	58669589-58992751	overdominant	trans	6.16 	6.30 
ENSRNOG00000001860	1	230679139	230679139-232367733	overdominant	trans	6.16 	5.64 
ENSRNOG00000013938	7	134680771	128249795-135976846	overdominant	trans	6.16 	5.37 
ENSRNOG00000015641	1	137336595	136529211-137975716	overdominant	trans	6.16 	5.48 
ENSRNOG00000039233	2	248154337	247805336-248975441	overdominant	trans	6.15 	5.52 
ENSRNOG00000007003	10	7155304	5958336-7583518	overdominant	trans	6.14 	5.47 
ENSRNOG00000033233	6	58546936	57787374-61222987	overdominant	trans	6.14 	5.35 
ENSRNOG00000036755	1	11790762	11790762-12020494	overdominant	trans	6.13 	5.38 
ENSRNOG00000025536	5	66853621	64100356-67263226	dominant	trans	6.12 	7.88 
ENSRNOG00000018403	11	30201542	29459679-30352634	overdominant	trans	6.12 	5.36 
ENSRNOG00000021744	1	19979429	19220302-19983982	overdominant	trans	6.11 	6.00 
ENSRNOG00000041438	18	60305783	60168223-60465935	overdominant	trans	6.11 	5.33 
ENSRNOG00000043408	18	66115858	65965301-66370848	overdominant	trans	6.10 	5.41 
ENSRNOG00000034037	6	58669589	55406785-58992751	dominant	trans	6.10 	7.68 
ENSRNOG00000029679	1	45642728	45641863-46016467	overdominant	trans	6.09 	5.79 
ENSRNOG00000024792	5	171322191	171306852-172137184	overdominant	trans	6.09 	5.46 
ENSRNOG00000004536	5	7863642	7531916-8776196	overdominant	trans	6.09 	5.48 
ENSRNOG00000010409	6	58669589	55406785-59363356	overdominant	trans	6.08 	5.60 
ENSRNOG00000023659	14	70211221	62531375-70218239	overdominant	trans	6.08 	5.30 
ENSRNOG00000026429	19	20745996	19130649-56490781	overdominant	trans	6.08 	5.30 
ENSRNOG00000013369	16	74889068	74292720-76484402	overdominant	trans	6.08 	5.46 
ENSRNOG00000010731	7	134882013	134882013-135182199	overdominant	trans	6.07 	5.94 
ENSRNOG00000025411	20	22684829	21975123-23114524	overdominant	trans	6.07 	5.40 
ENSRNOG00000012281	3	79340374	78067299-134313455	overdominant	trans	6.07 	6.05 
ENSRNOG00000014405	6	58669589	58589222-59363356	overdominant	trans	6.07 	5.77 
ENSRNOG00000026817	8	27205262	27187245-27290553	overdominant	trans	6.06 	5.33 
ENSRNOG00000001767	12	43053430	42897237-43148078	overdominant	trans	6.06 	5.29 
ENSRNOG00000010934	6	118533200	118530256-118649640	overdominant	trans	6.06 	5.42 
ENSRNOG00000011237	8	102062320	102062320-102062320	overdominant	trans	6.06 	5.31 
ENSRNOG00000020918	14	32904966	32904966-33274816	overdominant	trans	6.05 	5.53 
ENSRNOG00000002299	7	20523243	20423922-21622614	overdominant	trans	6.05 	5.60 
ENSRNOG00000019416	4	77785523	72581742-79780291	overdominant	trans	6.05 	5.31 
ENSRNOG00000020865	9	84005494	84005494-85020630	overdominant	trans	6.05 	5.28 
ENSRNOG00000040083	9	19982380	18497924-19983603	overdominant	trans	6.04 	5.28 
ENSRNOG00000034145	19	56370992	56263181-56490781	overdominant	trans	6.04 	5.47 
ENSRNOG00000039463	18	31250249	31250249-31250249	partial-dominant	cis	6.04 	36.25 
ENSRNOG00000006349	3	8867377	7117376-95876822	overdominant	trans	6.04 	6.10 
ENSRNOG00000013336	20	25947127	25748716-27446501	overdominant	trans	6.04 	5.30 
ENSRNOG00000016337	16	54517715	52674397-54732329	overdominant	trans	6.03 	5.37 
ENSRNOG00000010239	7	134882013	134882013-135182199	overdominant	trans	6.03 	5.83 
ENSRNOG00000017538	19	48739364	48564258-48746007	overdominant	trans	6.03 	5.81 
ENSRNOG00000029852	2	152836925	140977586-152897866	dominant	trans	6.02 	7.67 
ENSRNOG00000037966	19	18286603	18286603-18877475	overdominant	trans	6.01 	6.14 
ENSRNOG00000036641	5	29170299	29170299-29672222	dominant	trans	6.01 	10.37 
ENSRNOG00000020423	6	58669589	55406785-59363356	overdominant	trans	6.01 	5.56 
ENSRNOG00000035217	7	39961763	39127761-40198432	dominant	trans	6.01 	7.53 
ENSRNOG00000010458	6	58669589	58669589-59363356	overdominant	trans	6.00 	6.21 
ENSRNOG00000015476	6	95380483	94869483-99336100	overdominant	trans	6.00 	5.27 
ENSRNOG00000042041	5	76589787	76582678-79079770	overdominant	trans	6.00 	5.99 
ENSRNOG00000027463	5	145389827	145387522-145685467	overdominant	trans	6.00 	6.19 
ENSRNOG00000007371	5	1897481	76619-2659999	overdominant	trans	6.00 	5.35 
ENSRNOG00000044024	4	21834819	21259193-22525567	overdominant	trans	5.99 	5.66 
ENSRNOG00000039815	2	59287953	56836574-59336517	overdominant	trans	5.99 	5.42 
ENSRNOG00000023593	10	27105850	25694410-28254906	overdominant	trans	5.98 	5.66 
ENSRNOG00000034526	1	55733538	47365416-58984989	overdominant	trans	5.98 	5.50 
ENSRNOG00000011006	14	7694825	6588157-7721844	overdominant	trans	5.98 	6.69 
ENSRNOG00000021255	18	9376405	8771536-12016376	overdominant	trans	5.98 	5.33 
ENSRNOG00000039370	15	31787613	31765696-31881355	partial-dominant	cis	5.97 	16.79 
ENSRNOG00000008741	6	58669589	55406785-118649640	overdominant	trans	5.96 	5.53 
ENSRNOG00000010457	1	137336595	136529211-137886109	overdominant	trans	5.96 	5.70 
ENSRNOG00000036831	7	122177741	122177741-123188302	dominant	trans	5.96 	9.33 
ENSRNOG00000017157	6	118634986	105462674-118649640	dominant	trans	5.95 	7.84 
ENSRNOG00000012358	18	9376405	3556753-13639446	overdominant	trans	5.95 	6.37 
ENSRNOG00000009681	6	58669589	55406785-58992751	overdominant	trans	5.94 	6.55 
ENSRNOG00000000473	6	58669589	58669589-118649640	overdominant	trans	5.94 	5.52 
ENSRNOG00000001098	6	58669589	55407159-118603423	overdominant	trans	5.94 	6.27 
ENSRNOG00000035727	14	97527794	97172258-97797891	dominant	trans	5.94 	7.41 
ENSRNOG00000018179	13	71191831	70651999-72222019	overdominant	trans	5.94 	5.81 
ENSRNOG00000045488	20	43061709	42614733-43266167	overdominant	trans	5.94 	5.86 
ENSRNOG00000004762	15	74701535	74701535-74981246	dominant	trans	5.94 	7.48 
ENSRNOG00000043687	2	21371598	18664308-22174951	dominant	trans	5.93 	7.01 
ENSRNOG00000004712	7	131684915	131684915-134770141	overdominant	trans	5.92 	5.54 
ENSRNOG00000017414	20	11623798	9949657-12000193	overdominant	trans	5.92 	5.76 
ENSRNOG00000041515	18	64742314	64742314-64869713	overdominant	trans	5.91 	6.09 
ENSRNOG00000023455	18	66165886	65965301-66477979	overdominant	trans	5.91 	5.31 
ENSRNOG00000000481	10	89236493	89236493-89306207	overdominant	trans	5.91 	5.70 
ENSRNOG00000010512	2	59287953	56836574-59336517	overdominant	trans	5.90 	6.48 
ENSRNOG00000029315	15	56111607	55537968-57542254	overdominant	trans	5.90 	5.33 
ENSRNOG00000035461	1	204064009	197507794-204094859	overdominant	trans	5.90 	6.17 
ENSRNOG00000032625	13	71302050	71191831-72222019	overdominant	trans	5.89 	6.08 
ENSRNOG00000008135	6	39316879	38919774-39625324	overdominant	trans	5.89 	6.23 
ENSRNOG00000011207	5	70554910	24828302-70709900	overdominant	trans	5.88 	5.37 
ENSRNOG00000034639	1	249361112	247080049-249371679	overdominant	trans	5.88 	5.71 
ENSRNOG00000014365	2	243966007	237287047-243969466	overdominant	trans	5.88 	5.59 
ENSRNOG00000011483	2	25072836	25009733-29352071	overdominant	trans	5.88 	5.60 
ENSRNOG00000034319	4	75504778	74746856-79008765	overdominant	trans	5.88 	5.28 
ENSRNOG00000008880	5	33869412	31889544-34377364	overdominant	trans	5.88 	5.38 
ENSRNOG00000045435	15	18713973	18713973-18944137	overdominant	trans	5.87 	6.48 
ENSRNOG00000011312	6	58669589	58669589-58992751	overdominant	trans	5.87 	6.14 
ENSRNOG00000013526	4	114091779	112959047-116913028	overdominant	trans	5.85 	5.28 
ENSRNOG00000031887	14	43684403	43297698-43955740	overdominant	trans	5.85 	5.52 
ENSRNOG00000037720	6	58669589	58669589-59363356	overdominant	trans	5.85 	6.18 
ENSRNOG00000009542	17	33460935	33460935-34620155	overdominant	trans	5.85 	5.53 
ENSRNOG00000001959	4	153982988	153982988-154028084	overdominant	trans	5.83 	6.52 
ENSRNOG00000027552	6	94869841	94869483-95714057	overdominant	trans	5.82 	5.41 
ENSRNOG00000038891	12	26969334	26969334-26969334	overdominant	trans	5.82 	5.48 
ENSRNOG00000010265	2	71814141	71094722-74644792	overdominant	trans	5.81 	5.33 
ENSRNOG00000020299	6	58669589	58669589-58992751	overdominant	trans	5.81 	7.31 
ENSRNOG00000024497	6	58669589	55406785-118649640	overdominant	trans	5.81 	5.35 
ENSRNOG00000008443	2	40846770	40840244-40851618	overdominant	trans	5.81 	5.55 
ENSRNOG00000039142	4	95096996	94698841-95096996	overdominant	trans	5.81 	5.98 
ENSRNOG00000012370	2	152836925	142831346-152897866	overdominant	trans	5.80 	6.42 
ENSRNOG00000039233	13	94188409	94112509-94522479	dominant	trans	5.80 	7.40 
ENSRNOG00000007838	5	15436659	15436659-16241515	overdominant	trans	5.80 	5.41 
ENSRNOG00000007968	6	58669589	54434817-58992751	dominant	trans	5.79 	7.31 
ENSRNOG00000029759	2	73877448	73877448-74650692	overdominant	trans	5.79 	6.95 
ENSRNOG00000001806	4	9251242	8613150-9537798	overdominant	trans	5.78 	5.76 
ENSRNOG00000039192	2	75132071	74704713-75422961	overdominant	trans	5.78 	6.82 
ENSRNOG00000026419	9	38119228	37887961-38951761	overdominant	trans	5.78 	5.61 
ENSRNOG00000011296	14	101886370	100083842-103123340	overdominant	trans	5.78 	5.38 
ENSRNOG00000001271	9	37178783	37178783-37303340	overdominant	trans	5.77 	5.72 
ENSRNOG00000004714	8	44697125	44697125-44910010	overdominant	trans	5.77 	6.49 
ENSRNOG00000021639	5	28881746	28881746-28881746	dominant	trans	5.76 	7.02 
ENSRNOG00000031400	13	54737113	52633455-58167860	overdominant	trans	5.76 	5.57 
ENSRNOG00000032925	7	134882013	134882013-135182199	overdominant	trans	5.76 	5.57 
ENSRNOG00000011900	6	58669589	55406785-59363356	overdominant	trans	5.75 	5.54 
ENSRNOG00000014690	6	58669589	55406785-59363356	overdominant	trans	5.74 	6.41 
ENSRNOG00000006221	13	60679311	60333720-62764328	overdominant	trans	5.74 	5.46 
ENSRNOG00000026429	2	239311647	239285803-244301980	dominant	trans	5.73 	9.17 
ENSRNOG00000010026	4	121076265	119414381-121076265	overdominant	trans	5.73 	5.30 
ENSRNOG00000043912	8	102848308	102835983-103249397	overdominant	trans	5.72 	6.06 
